PK_TEMPO;invoice_date;Ano;Mes;Dia
c95ca0cdd0317b0a49b0e7dddc9564ec6314f21c58999c187efe3f3456bb9244;11/03/2018;2018;03;11
d6791a5cc575a815795626df99515fa04bd2959bee92df751723f1a495c1c0dd;17/05/2017;2017;05;17
15a5c20dabb6d9082a9851d576c73c69bb4759df9f2280f9f4e31c7a86bec9cb;07/07/2018;2018;07;07
cd7d4c2a9a1cbae705ec824289066bcff4bc5dd3aa596954e3e2d942a30dc5ee;30/12/2018;2018;12;30
4e48a796ad74ff159865074b9e56f904ad640511a6df3fb95b359c70a03d68ea;08/12/2017;2017;12;08
d50bb0e9177c8a39363158961a32ff51c51fbd39df5dd4bd2ba13bc3d9e678eb;16/04/2018;2018;04;16
25247b1ec06450120f01ee60b688af6978e7ac9e61dc019a56b1233f0fa21407;21/08/2018;2018;08;21
839e8e5291f460d2d785c2dd0c6d833e851a13145a25c52852794f59e596c99c;13/11/2018;2018;11;13
6728597ed1a3b64f51e218f39a9c5c737d5cf1f3838c4470ab1a5ee1faad0b61;12/05/2018;2018;05;12
311847e2d5e2ed99ccf40d00968da377641c9901f510d901531cc0c252b7ff0b;17/06/2017;2017;06;17
3b967a0a267bfd78c4a9afc777e74fa1af9ff9bdb73dd6f5c9098e2a4119d3e9;26/04/2017;2017;04;26
5d9736ec5bbc4a1543e0a76e595bfb981d64d943a66a305a3f3652926cdf7848;14/06/2017;2017;06;14
6eadb0e2bae7d30e701381a29f2ddd2816d0d13cfa1cf47b6d66f27e50f2feba;21/07/2017;2017;07;21
191aed075477aed12b08fb6c05d1dd86e117c361f6066f89b22a89daa0c569af;09/10/2018;2018;10;09
8a4dc72230389f6ae57cc9a8bc6a0d2317e672ed11774c4ce6e2a22339b55f84;24/06/2017;2017;06;24
89b96d993525de8b21298f2d1e434ee7214272f99a4b2eabc187877ca0240a3d;22/07/2017;2017;07;22
0b67393c0bc0dfe4a69f9edcb7ab4ee0ae2641febfca6185ee68a0d2a6996a3e;05/02/2018;2018;02;05
cdb5b97ad33c630b6facb5587435ae889b00f203b4be38efaf4aac64d04487c2;27/09/2017;2017;09;27
a69ee8e364be1fa10a844c1a4f4eb0cb2b8699ef97f2ff9232786d5398b026f3;08/01/2019;2019;01;08
f3a940964096e6c7d9b978da03f6caa526442c34e31f30fea7b3dc76eef72535;09/06/2018;2018;06;09
5c0e67be2ffbf5fc9c866f8ef0287555d99ef2997d0e9f6b5f7e442aebe53660;12/02/2017;2017;02;12
f2db213315c8af2ea5d57f5dc523528577ba96443cb34509ef55978be2597779;28/05/2018;2018;05;28
19c5cb77d2b2315b287b62e574b0042112c8f7cd8ed5bc4385991f611ad54e50;19/05/2018;2018;05;19
7dc763d845c958512ab72f65aab34b928ddc5625e3cad61fad90f1e6c4023852;30/01/2018;2018;01;30
a929ca45707380365e0c66be6598a07a53dd9a729c37dabfe2cc02512db61373;07/05/2018;2018;05;07
76d0f83f11c66f39cf1a7c29487d393ae82dfb534c14e8d8b0afc90968fedc84;19/07/2017;2017;07;19
04f6d79d18bb1cf4257642d2c6359dacd8b452614cdc16391c5e6b01ef2e6285;29/09/2018;2018;09;29
5b1db7c03a1140823313c3494f98124b3688f6a7d2c75963039fb12fc204d7f5;11/03/2019;2019;03;11
b0bd336461ef80950dfd90ed15531b3443b41dd80772f811582f11823290c2ea;08/07/2017;2017;07;08
7c10898bef1eac833137da84be959f1fdd9bfeaf5f542750d120d238a7a06a62;14/10/2018;2018;10;14
2075703d76f0117996fb2928e956dc7de8d4c41df5e7ba20e5533511b5a3fcd6;15/04/2018;2018;04;15
5f1b82082bd94523a4b018907e6295d45e74f1cb70c0598e97965765e4073e57;30/07/2018;2018;07;30
8a5ba905e9b5af2ba64d59b52759ce6220a46f8d013a432f4fa4c3b21029c0c3;03/01/2019;2019;01;03
e63d6fdf7c9adfbfa88574e591640ca35258750a7acf1f2b7633821a30eebaf3;03/03/2017;2017;03;03
8e3daa566d557df571519cacdea067f63fc896cc66701900063bcc1fd2c97ef1;03/06/2018;2018;06;03
08166a93d4f4c8ec8319aa89193e179bed375ce6812bf8907945e26a863ae05e;22/09/2018;2018;09;22
58e26756c96a51d72063ac0d48ea421ed2b4b7a978b864c366b2821dd204f0f9;01/04/2017;2017;04;01
1f882423e5a6b1cbc0def7d8753779746851931d1fcc7ff77babbe64512be464;31/07/2018;2018;07;31
d7dcbe2d4100a34a37695738cf930c1b79488894dac7962193e60c7c83e0fee1;21/02/2019;2019;02;21
27e9f0253c347a40182bab1662e379674c181668c8bc1978828fda8e3465ccf5;26/07/2017;2017;07;26
713d9792b0f14d51957ca02c58a3ac4dc7b37980a2ecc7045d8e22d8b26c1414;27/06/2018;2018;06;27
f81c6a1b0cf2096b3b2a73de95bea96876c7c7599dc1a072c13a60b73a6040fc;21/01/2018;2018;01;21
1ce0f179b98c12ab70d018e50a66ccc56e2e03888f4a3b321a3b2cd7ac6f31b8;08/10/2018;2018;10;08
ab6692a7beffa21715df64098b2239d77fd68030b0f96c29f2c8de33438b1aea;13/04/2017;2017;04;13
3414cb788afa07231d5512105126434388d533ecb517ffaa900a45f889ef6770;25/04/2018;2018;04;25
730710495a16dd84e77ee11f2054545280d4d66bcf65415d564eb18aa8264bb6;05/08/2018;2018;08;05
2227b981a40a8badae47bed308a5a7303aa423becfb1342d57e30029a9dfe5ac;25/11/2018;2018;11;25
0c6649fc8664b76e34fa732fef59137628f91ccc16b6cf2780272c31093fc0c9;25/06/2018;2018;06;25
e46baaeedf465174cc651859a44d1d7baea14ba9691eb5d904a31bff16300872;28/04/2018;2018;04;28
919a401c6d95ebe66a94d15134d63ca9cd4b2b29ba257ec6eed123623e64d4aa;24/06/2018;2018;06;24
6e1691d3101e7a7a04e00d619990fcfb5a82effd48b4063f04042a9725799515;27/08/2017;2017;08;27
5860752b7ad3815ef34c8fa953c8b3a545f9343ed5e80b60364cc0f1613d6a7f;19/10/2017;2017;10;19
96fc3f93ffdc4ef418b0f7276455a29b2394cfefb2d053911b411e48a5d6f463;22/11/2017;2017;11;22
bd8d1f1349e4b16d439926d7150cf2111f5f29e35ee4fe760430ea79b8120d87;06/12/2017;2017;12;06
8415a083fbf193ee7b818203f26264a169da7d28d37057be95da723610e7ff2d;04/11/2018;2018;11;04
ade7913bd7620704e01915805e304f867126bdd5c4d7748901db25d69f6ac746;25/02/2018;2018;02;25
5ec0fed92e92d9366ff50ffcc5be817c14055b5222db23ff3ed6594d669601dc;02/01/2019;2019;01;02
41606330d4095fe9ba58dd14f2b168b4f23380dcf59ed8fa99b82ae64451af19;31/03/2017;2017;03;31
134d3adda4d8c8693d18222260e3ac8ea7241ade7a18d6c22b7c1d67892b1d15;19/01/2017;2017;01;19
4fd5011e3c27bfeb86b003e5accf1700a41b3f8795a329b87cc8fb70d7955767;24/03/2017;2017;03;24
0cda1d0d4f15292442eebde4396bff70277e25d2c36c3795c262e2a0d9ef6eb7;28/07/2018;2018;07;28
e65a29d8d3dc1b1df5d3a5ea7fb5a180e0289b530917778d7466dcf8faf702f4;07/08/2018;2018;08;07
13c7faacd13af234d064105a6753cd7388d04952b71f94adb04f023160bf84ad;17/02/2019;2019;02;17
5c97eb1b81ec01dd0ffcc386d41420c2018cc9bc499d60df8ea6f4faac721084;05/04/2017;2017;04;05
43f8d8f90112da007c252982afe8368fc367f4feb4cd8260df44a3d8af98446c;24/08/2017;2017;08;24
91dce609a02fb48905ec01c28685985b4f5cd5d8cadd3eefd52b05077903ef01;04/02/2019;2019;02;04
01fd806f6d3fc3a8a34ac030a87ed7e4358bdd92e90b511d507dcc2eca302fd2;17/04/2018;2018;04;17
7ca092233cb441196b76f61871ce76581b5eba6cfc03215c3f64b16ae6e4356a;24/10/2018;2018;10;24
aa350e347b5897df86c4521df443e196fe17a5a1e341b15f0fd6b22b25e8d7a6;05/12/2018;2018;12;05
514e244031219c6e2db51fb3f91248c1e453e410af5b1e99588d50473a98fdd5;09/08/2017;2017;08;09
6a7eec82f9c299635509a4e5819a91db8cce6eb17c5afdf827789a689cccd0ed;12/06/2018;2018;06;12
ca7657c8e65e8453122aa806dbf3dce1630f0bb0077cd3895ff259fc6378e7e5;07/07/2017;2017;07;07
e10fa4cd6613982b8e23cabfb6ba46b913cd165fed1905052d986acb23557028;30/10/2018;2018;10;30
485052b3f8d84c0c82b6f48bbff946bb211e702ad13d38ec0d0397fe6fc27a54;05/09/2018;2018;09;05
1cbf8f3c3b321e8721a1cfa77d5ef7d773cb3f5a438f450db7daab59bf2b690d;25/01/2017;2017;01;25
309689815fea7d1572b209f5b79f8301781b89ca54a5db987c17cf057e2a1336;13/07/2017;2017;07;13
5aa2f808a7e8249682c3881a85d8181b9bfa2bf6daed3f6de56c07061ed2bf15;19/03/2019;2019;03;19
4822d6c24d207689d41a028ae2aa71ca5a90bd3316326478bb3cbc0d72a94ebd;17/07/2018;2018;07;17
35adcb0c85eca7fe28bf6822ec62aa15beeb9fe58acbf50f2c08de411e258e61;20/10/2017;2017;10;20
61e49df8e381785475dafe00328dddd0be51e1491b9d7f6fe6e71bda953b0178;14/04/2017;2017;04;14
5d6b86b82d614dab502e387746b438b23c130d479cd6ed9a05c383f0bb290262;08/04/2018;2018;04;08
ad58a192a2cdccffc2606e200ae83a95f16461f08aac50281e0d8e02c8fd5d7e;07/05/2017;2017;05;07
ce5044bba8b59c99465a5de8375a113657b8e32cac0883e1cc787175a8f1ab39;15/01/2019;2019;01;15
d7ad7440894612864c7eba5e736fe907239691012e246e8ef28b1a0c2dfab770;17/03/2017;2017;03;17
bf71e266c52e3feb38756a63858136a031e1faa8147ffd6ef3b427419a93087d;28/12/2017;2017;12;28
9b6e73a7418be90b8abd858a834f6c8b441e4f31e21265a509a594dd0b33b384;19/05/2017;2017;05;19
21a59a0d5dfcde633a6a42fbc68e3698382740eb79219ac471cceee93529451f;28/09/2017;2017;09;28
c2e1d4ab1c114a6c355696e3dfeda0d4a34bf369d38ed55fbad5a2c4e126fd44;30/03/2017;2017;03;30
0154a5f7d07851b520dac450f1f4e76af386930d9ea9a069d2acc7593a1d851c;09/07/2018;2018;07;09
d9aa849c66cac16159d56dd04c650962999c7f1b1ccf8021ef5ad977b6895047;18/06/2018;2018;06;18
389d135657e122ce884b0c651a548197fe486461a1db36839e3a4ca5665839f4;06/05/2017;2017;05;06
9e897ffc3630a929461c3321e04b74c379e549d85808621ca8493887f1e594b8;05/02/2017;2017;02;05
b1c868d5f935a744abbc2b559131c1a7be9786fc1605b3700164b29e4ef3e41d;17/01/2018;2018;01;17
9e6166bf3cc35b4558c74a68437de748f5e3e71c1f8a75f00cb8611323cce8f7;21/09/2017;2017;09;21
033f2db499d0e88b8a2b1f3068727384356c9f70f387ba507baf6e1df59d61c4;22/01/2018;2018;01;22
c5fd5182bc79bee71a7b4a39f7c500bae94f7ea78bd0b38f59a3664ee0ccdfd8;10/11/2017;2017;11;10
00515d8775f4c591b77b29f5769e92fb1d84bb62a8bd7b4b974cb6b65296aca0;15/10/2017;2017;10;15
342c7ad695f562bb401758fc5f1b7f100c9c8dc3f78ab53214b7804a4a792674;01/12/2018;2018;12;01
d4a7b62da9f2caf80bbde8e95e0fe16e78c988413750b143c0559ba7fba72713;27/02/2018;2018;02;27
2b86a5ec534c9a52975177c0e6afe6b42092cfc2c56570f865e27b25dc61fa9e;06/08/2017;2017;08;06
d6ddd8512c6e9f827eb7a49d0bb12708b19c2dad930858bfa9cea1b52f27e20e;14/01/2018;2018;01;14
62d2722109d8cf47a70852aa6289f2246af42999500fb0b2ad58cb1ce0681c0d;14/03/2018;2018;03;14
06a8fb1036d51a8e46e6c0b62c969f12967d2508e8d56e84881ff1c2a82ab23e;22/10/2018;2018;10;22
c746f0bff0c21ae3709333224741c690e7bbffaf5a3fe9c11fc5e1078eae0f66;15/08/2018;2018;08;15
f6231a555f0181bc5d9face0e983320b48b108d4807c8000fcf2109fdd01428b;21/05/2017;2017;05;21
ca8865fffb4c1a8bb67d71680bd3a07f99cdf334b86a356f66802126279b63e7;07/02/2018;2018;02;07
c5c303b56af7b24fbbad6ec1d5f49ca58d6d098e7cb773007b7ad28107852c71;23/02/2017;2017;02;23
45952b003e6d1280452bc8c9668334579ce64bc2f4738deddab00e284d615b6b;08/03/2017;2017;03;08
60c2473d452e20b04d87a8a6105db48268c242ecc7de2e8e9de51d4e4fd9471e;10/03/2019;2019;03;10
92b718b46545822876ef13125d541a978033f355aa54f8f01f3334fc118d39be;24/09/2018;2018;09;24
ace7059997b4b2cf86e2714ea04b4e98897fcaf7aa6ff667f172515e76ea8dc0;31/10/2018;2018;10;31
35f65033593731675c5d76a976eb7393f5617486a36087307cb146482afd7a18;27/01/2019;2019;01;27
ca9dbf0f2767af98fb6c92d76d383418540e0ce3d647ed721a0384889cdb3543;07/09/2017;2017;09;07
48eb62eba89177bdc9c5754771a547ef22155eccd0d1e4e1b6547790ef4ed66e;16/07/2018;2018;07;16
ec7bbd759cd07efeae9cf50102e4a7072ccf71cfa5f0b05b580fcd6eed74a22d;17/11/2018;2018;11;17
0692dcd3e251db64c80e6073b34d63aec08d6720b71bec4f797020ac9db4ce9a;13/03/2018;2018;03;13
1e22f86e02e6ce16dc95e9d757ad10249ef7b06d4668b69d3b50ab79ac9a6448;11/05/2017;2017;05;11
64d734944eff35607a25a29303116382279ea724eae3519d69160ca9ab74dd5d;26/11/2017;2017;11;26
496b5a572c7eae1b0d5cc250c33ff94e49bc6bb33f2df48a4a585f9aa2b03344;13/02/2019;2019;02;13
ca5af760a9a98c3e53e2287ce311e064ed888bafa02a642847405768a52a4901;24/05/2017;2017;05;24
f8f7643ef5328253de04128d553140106fb4e25071832a20d9d5d2b0d0bfa088;20/02/2019;2019;02;20
76c38f12754d29fc22d68cc1ebee6c98cf8fc825da51339d4ba53e381305cd6d;03/02/2019;2019;02;03
7d5864f13912c36e4bf4db2948b3805875e5ff97b126a5b914e787009fefd88f;29/01/2017;2017;01;29
1ecd8795fb14df77249fb303ef9d00464127141949b6319c635ffd93ab15b133;11/06/2018;2018;06;11
e6ccfab3916be7f4802f4eb6b142f9a36003b632518f9e8088c21539e08b491b;16/06/2018;2018;06;16
19c71326e82be88c816e6aad16326639c35c719d78fc7941e0f5934e191a490d;21/06/2017;2017;06;21
8aeaddfa28ffac4724d8b95dec0e0a2679de458be54cfd4410e74bf36d924752;31/12/2018;2018;12;31
a38489e7a5bcde6fb386fe6d71f586253cb565b5834ab57e1c28cc4a43f8f86e;05/03/2018;2018;03;05
2a7b6e838303adaa3af32b40e1b7b935c6416e5d358cc605ca097e425c31f475;29/10/2018;2018;10;29
0c501d574357976d4e2386272965c2a37b1264ea6ca3f998454527760618d64c;27/03/2018;2018;03;27
2c7ec2e58668732a6f7d2b1f7dde8cad95cc076b334c5f44cdf6dc0f84063d5a;02/06/2017;2017;06;02
50821944444dea5d095b37ad78bddb5305cf2d5f80b300d27e8b328c27f41ee5;23/06/2017;2017;06;23
02fde193650495695b0b98e2237deb12744d9ebff54a65e9025a656df06a87f3;14/08/2018;2018;08;14
3bb675bf245259eb4590617889f6ed152802d2c3f3949cb8ad1cae77a130e0cb;18/05/2017;2017;05;18
edfe946da492cbd94de1a4dd62e9b3b40a0a1382d47d489d19e24b7ed2ae77ac;27/05/2018;2018;05;27
67236c662e8a65189374a5b538ed8763c616ed551c65389ee20eea204feedb73;29/11/2017;2017;11;29
61aa546b47b2c76134910974b9f56323604866093cf24fc7c39aba8ece18e7ff;30/01/2019;2019;01;30
aba436d96e942c9fde69e49f4035fa3f556329cfc8f1170fc8416e8fab09b04a;10/04/2018;2018;04;10
f604f5101b24bb134227aacf26b4fa1b19d9bd41320e2610ccc662e154f3c040;25/08/2018;2018;08;25
20be4f0816206b32a936248e462a52ebdfda0cd17198b6f6be566677a87fe0b0;18/03/2018;2018;03;18
6ae9703302faa151b794d1a3d3640667839a3d348e9411c17c74250a4d135410;05/03/2017;2017;03;05
12ddbeac61fc36a51546ee6bf9849637c0a16618530b7b5149404fc95377de15;03/11/2018;2018;11;03
23eeed5dd35a4aac328ea002e8abae2875b173b33b77cf236857688798e8d7e6;30/11/2017;2017;11;30
b61484a262fa0fea9ce9de93a10eed5f620276c652ebcbd4d0def6aee9217ce5;01/04/2018;2018;04;01
7ca0da11b315adf36629d7b5cef274ae1c3728a97b8bfad775235bcbecb48f6b;23/05/2018;2018;05;23
57cdc55fec8ed8193d7085538e4e01a9472fc05c4327939a3efdbc2721f80296;17/12/2018;2018;12;17
3682f6605c4fa4e9732a6d92bda4472e53f093edcf15524de30683e5655c56c5;09/06/2017;2017;06;09
7fbc24100707032b23840e36772d6a7b711936968dc263a181d15f5d87d20cfc;14/04/2018;2018;04;14
48a7298c236b8995ba2fc9461f976d662b70fcc1bb24969ebb18438ec9682283;21/11/2018;2018;11;21
b6cc2a4c54eba73e2aa9a72836538db9f5d5c4e8162ed430b2ce78decb015a77;01/10/2018;2018;10;01
3115f97e83f5379ab146acb6db9a5c00f1b9ae963d0424660b4e2b7b4c06c091;18/03/2019;2019;03;18
e21e2ad787ba2aac5afe12d6e0d4cf623213db850a00cd1eb1358dbfc89834c2;09/03/2017;2017;03;09
b5e4d38a03259b7c42abd0d5d48004f7a9fce1dcd04e09ec94d488f3dc797cd5;28/07/2017;2017;07;28
e720b07f52081c8282b122fb547439d938a0bec9219a774e76a929a87ffbf81f;23/11/2017;2017;11;23
2cc093fc88ed144b85c16d1c9f7b7c625e170f7b578ffd84844b344b6147ab45;14/03/2019;2019;03;14
82345e82ff42150cfdc0001dba6aca7f0d65177d05f9276f568499d148f0f4e0;21/07/2018;2018;07;21
ec7692aacb20cb6e1eba88d3ec59396c671e2c0cbfa0d24b846fe2698a2dfd82;20/01/2017;2017;01;20
3788bcccd56e98a5e49163f2bd6908f4f990ef34d07e4d66a5479658fbc4aa12;20/03/2018;2018;03;20
8c5fc9c2d2116deaef5f112243949669a1d4243e52bc85298798662b3b39fb40;12/10/2017;2017;10;12
6c6b1985c8fa8f226441e380f2c0a5aa2b05acc2e0835af1f2420f11512a5cb9;21/10/2017;2017;10;21
bf80f158e4971a12c5823c179eb2fb5670dd017619b86e86150e3afa6dd8df74;12/03/2019;2019;03;12
16ba9245f73b57aa3162510180b30e24795bd0d1d5919345ce61d33ca319a36e;07/06/2018;2018;06;07
4de9ef4cdbbdaf0c9d48cf4947fda6a340ce34da75c8e369752e461027f14c7e;16/02/2017;2017;02;16
76d7760098ab56f26184b8d11ce3683de25c31e4fe0e4b345eb1a76bf828a5bf;01/05/2018;2018;05;01
8f36f51011f156c0aa978074611dcaec0140a59f92b4528fed243d850018dd7d;21/04/2017;2017;04;21
d36b9a9487feaad5c9a1f6b981f964a2513ac203af77e583e649b5f4e6e16551;28/03/2018;2018;03;28
eb31061b808c2a5048856a6e68eeaa87da081b32e7db1696487b1214afd66fdd;10/09/2018;2018;09;10
71688cf47f82dc0eabc5e24a208977ec8684d0e8986785e28966bad4cae4990e;26/08/2017;2017;08;26
ce8a74c909ddfc2c7b0b3029ea9861fcf2ea3543482a20f644a6983ef9c3ee78;09/09/2018;2018;09;09
ee803f4757a9a322ba1d1afd5a5144ad22150129f9d0f04b875ef19d4148a706;24/12/2017;2017;12;24
f946ba2b000dc3ef3c38b9b239b9f55dcfcfe6be1d3e1d5d2e4d615c5c0360c1;09/04/2017;2017;04;09
ea5767c426923241af58a40d6c95c777443af3f443abd255c9c99ee08f2a77e2;03/12/2017;2017;12;03
88939cb7880f23b047483c08a29cc9921c0753cd6dec00c764e0ce8dc745082a;04/03/2019;2019;03;04
5ee04f4a90afaafd6a801b27ae1e3dc5f4e3a6f29e9ec5e6e3caf113686a1f40;04/03/2017;2017;03;04
669b7fae5aa1621529cc117442f4632536a6fab6a88a9b16d4e03cc97c6bd970;23/08/2017;2017;08;23
a70e5323001feb05b50f3b872e3bf08414a5b54b62848c5ce125a4157279998e;05/11/2018;2018;11;05
74131101faefbc9fb035c57129013692e53e7716803a1ad0ff63b1979ef250f6;25/03/2017;2017;03;25
6d059c5e517244b70e81c24c51a0df3be50b1bd2fe725e344911405f39ca4434;09/11/2017;2017;11;09
d3912035601ee859728b09ff4c44bdb2419a8411c22b3961ba26e54523cfff97;07/01/2018;2018;01;07
38608bbf1f3154353d67e2227b5039e1b969d4537f7d6d23fcf9c1261b00ec63;29/09/2017;2017;09;29
3edc494be09e77e7638802f16870315b8ecfeeddfbd2f21149c3e01afbf80504;07/01/2019;2019;01;07
cd00ab9ea21efa5770363fddaee47e16756b151982c0c7a324a64f39ff7d4f79;06/10/2017;2017;10;06
70d9a25a3ffc196d28b06fb9ea6daec883e9ea9212331032c520e6c1767fd3ea;07/03/2019;2019;03;07
b2bb3ac3747f41c3e1ce88172e2d5d15f32f0e2c80869d905cf334e043d4baa9;18/08/2018;2018;08;18
50dfa611c0064850bc08474604ff57c3b45ce36ef6f479bfec4f490f31a541db;04/08/2018;2018;08;04
00b29542469ed78e60388f72e9b3546f97fe491e3c08ac005d169bbd17f01304;25/02/2017;2017;02;25
6688a0a4dbedd7267f1326da03b84d39eacb3123db33d041d4f04c4bdf022539;04/12/2018;2018;12;04
87e96dd59a2578fef96f5bf2a39423552ddd49a2d98a291fef359db141434b2c;27/02/2019;2019;02;27
281cdff3897fab75e39d37692ef351085071bffffd38808cea7074463b9845a1;02/02/2017;2017;02;02
f2c64a2449704825f055ce2f2ca4f74463a7f4b1138d9d5a8f5533b42a73e9cf;24/02/2017;2017;02;24
e7457ff76035381790888d5625dc90aafca50053372d7573fdae271549ab78dc;03/09/2017;2017;09;03
ce5647d84e9d07ef4f5fd8cd926209bccdb3b62d292a63b016bf31119dc3d816;26/10/2017;2017;10;26
f2b6ceaf523d75eeedd5464a735c217b339bbc1a004d33b83d48cfa03f2b143e;27/10/2017;2017;10;27
343f633babd686bb17d31c782092f91b65ae4788362df5ed495d6378618ff7ff;03/03/2019;2019;03;03
af7358b3a664cea256a57ac6f0e2fe09889bfae300afa005a57843d2167b943b;19/03/2017;2017;03;19
5b330e1cbbc8542374711eecca57c74fe4045771d752012f12bc1caec8571dc2;02/04/2017;2017;04;02
5e0139f4ff6219e94715689f10be9e87526e12812b3344bc818e713cd779863b;28/05/2017;2017;05;28
84b1ff66d990125be3f47887f8de04ebb90ac222d12ddd640536763da541cfc1;19/03/2018;2018;03;19
d5d9d6bb743429cdb392b10ba0559d7beb4ae7ebcac076ae68af2c3bae5c58f2;25/10/2017;2017;10;25
6fc6d717b76925ee0ab031025516514fdf3f3a26cf8b8eb96b27dfbb7b3cda52;13/10/2018;2018;10;13
69371e5539b1c57c8154193ad588f95650b262eacdc24e739f4aae9a8c82760c;01/03/2017;2017;03;01
b4cad234ef62ef9f5e274d3d40a707f41099445cb3874ca2ffcb9ca5bb500f27;24/12/2018;2018;12;24
4cde5be765caa7b135444c3fcc05d225d759d102bc85c092b0bba631de8c5d45;20/08/2017;2017;08;20
6974c0f348887ac9a40c7b06abcaaa1ec5908b0b5a2bd354ebe653227b59ee73;23/01/2018;2018;01;23
c276a363b5cb123997f5937c36fc05f64f6e8aa6a1fb5ca27986ccd0577825e1;24/11/2018;2018;11;24
9967735a9ad95080bfbb3faca2b7cb313e9b20899a28dacce6c863c5a9cc2e0b;11/09/2018;2018;09;11
5a1ec4fb21cad32ba2f1fcfe447bd7b5b28ea7bcc263619774f769d14221873d;02/11/2017;2017;11;02
549dfafc9fb5709afeb9a1dabe0002c804ba7de950e4db22c98e88b18f269a85;31/01/2019;2019;01;31
30050e8c2e27c1cb8dd8d5fd8d496628b13d20fc96b56ed82c4f29a7666ea635;03/09/2018;2018;09;03
a5b73cf9660e615e04a30305ec0317b7c41b35d0580c36a0519ec3bc6485a53e;30/09/2017;2017;09;30
0ed0beb8fd576565fb485effa0ebc3be71fdaa8dfd29bf217e5a51de22953b9f;24/03/2018;2018;03;24
94641caecb693b96f81f5d5a18dcd9d4e6ccb9de517f619b12e0bb976828cf30;06/07/2017;2017;07;06
8793ffd44b1db9e67f9b41433e1dbca455c6f6dd7052053c761971d4d9453a6d;17/09/2017;2017;09;17
1690c7287a38f9366113b519c5c71507b98deb33729b53bb0c0f434e21a1c467;02/10/2018;2018;10;02
7a07d8ce1d9136993184ac4eefde5c059d496908d3d98d3c878a4434ddd37b97;31/12/2017;2017;12;31
b127ad92ec29497d43eea1d639d3ce8d617cb85191812df470aac24a29e8b5b9;22/03/2017;2017;03;22
0284757fe952dde218cbf0fd83c7b18f58e3dc54eda9bf26f806f9a3471f5e03;09/01/2018;2018;01;09
65439271e0996a94f6ec9211e10db58124b11355c9b79d3bd7882ccfa715cb2e;06/08/2018;2018;08;06
1d8b6d135262772c4b0889d7129ca4cbbde4d402c8d8e0efcb46ad7ea9756301;22/10/2017;2017;10;22
771b4361ea0859075f87d08c781984f1c0cc683e7acee4867fa534e5f77b0d10;27/10/2018;2018;10;27
9ffe198c043b0ae45afe1814007066d9bdc34a165aad56b3fbcc6f8355dd218f;26/12/2018;2018;12;26
6ddf1c285428cfdbcfa9685d651fd8c7dc1ad9228b039ca906bf9ef800bc5b47;19/08/2017;2017;08;19
ab8590dcb0919eeef71f029613a64211aa049217fe4657b76eacfae5bb2ecd3d;18/08/2017;2017;08;18
b2c7ba16a2aabb35138398a108c8c0ebd9390c59e83553261d262fa47d85a581;22/09/2017;2017;09;22
19ae7077819d03c14e203633e689b0d47c9bbc3959c32f61f8eb3e76bc54df57;08/12/2018;2018;12;08
15f6a05f5f6ad1631a7edbb409c8cf8eb65bbe0590b10df4f74bf728497eeca8;28/10/2017;2017;10;28
c1598233cf186c379ec0a43a430d90fff250aaa1d0f179626cb53560d2dd36aa;07/04/2018;2018;04;07
b63e4f8e9cf9692caa6d1ce361db1ce6374d9a6d59ca5367d0c2ed2678d1d680;23/12/2017;2017;12;23
efabc007e09d8871e6572c893a3a930325b3c43f41b29e94ae780281e5cae3bc;19/11/2017;2017;11;19
9a75301d47afd3dc3345ddd962e07367ab41c6ce9ddeb8d49d8e95d35e3c83e4;29/01/2019;2019;01;29
67f9e6758c50cf36f8acd609d912a2958323159c351593c7d4d970b0432d1f1b;02/12/2017;2017;12;02
235f9a103901741e0c8efac4aa2ca146240a49e818975ba6321366faa6b8e0e2;02/09/2017;2017;09;02
d05a4ac46fbe2bdfcd3545ffe200d28f3a3f3d39d317995c58ff8e0f5530890d;28/02/2019;2019;02;28
64be2c43a32ab95554c598e2b70244f1f755067138e27432b55808af51c8b83b;04/06/2018;2018;06;04
c322ac960072b4a7208076c37a66f428d7f1b8c44b9a26f21b214962f619c5d8;25/11/2017;2017;11;25
1f33367bb0d6fc089fbde3f31a61878eb1e7105106044ff5216154da214a4d5a;19/11/2018;2018;11;19
373fe9ad80917863109c80c9bc5fa8e5dee65e01db967054387fb53d2878dc4a;17/03/2019;2019;03;17
79207bbbde655b851ce8efd08ea3cb4d32582a54c2d0157f3cc42d25820a25fb;06/04/2017;2017;04;06
4b517a459142d6ecc5ac28a414a3c9c6cc288c22cc9fff031028625fa5d38a28;31/05/2017;2017;05;31
ec7e307ebf6a1695f63cc09d0032503c61e223158350f4afc1900d4ff1c0a48d;12/01/2017;2017;01;12
8eb0d5163320b40eef48a58e7e488332d941ffdf1bb13b0512adc683f0d07187;12/03/2017;2017;03;12
829d08b04338a5860fb8732d7bf5209be1a0fa60f686d6c523c310cd84fb92c9;22/04/2017;2017;04;22
70a5bf5085346d1c104ae5c6e1ac20a23de16d262593b2dd9885be255b0494ba;08/07/2018;2018;07;08
56dde474877aae35a4360de6ca132763df1ba1ea55ed39f3b36f8b90068f2802;27/07/2017;2017;07;27
201e632c798a403db796468d9682ecdfc3f0df3ee51a7ce76998dabc8a8c7341;10/08/2017;2017;08;10
